#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_008596.1	268095	269390	-	4536579	-	MSMEG_0239	YP_884654.1	431	-	O-acetylhomoserine/O-acetylserine sulfhydrylase
chr	NC_008596.1	269466	270074	-	4531151	-	MSMEG_0240	YP_884655.1	202	-	hypothetical protein MSMEG_0240
chr	NC_008596.1	270077	272941	-	4537596	-	MSMEG_0241	YP_884656.1	954	-	MmpL11 protein
chr	NC_008596.1	273263	273844	+	4535124	-	MSMEG_0242	YP_884657.1	193	-	hypothetical protein MSMEG_0242
chr	NC_008596.1	274044	274394	+	4535563	-	MSMEG_0243	YP_884658.1	116	-	hypothetical protein MSMEG_0243
chr	NC_008596.1	274400	275140	+	4531753	-	MSMEG_0244	YP_884659.1	246	-	two component response transcriptional regulatory protein prra
chr	NC_008596.1	275161	276513	+	4536279	-	MSMEG_0246	YP_884660.1	450	-	sensor-type histidine kinase PrrB
chr	NC_008596.1	276501	276869	-	4535533	-	MSMEG_0245	YP_884661.1	122	-	transmembrane protein
chr	NC_008596.1	276856	278070	-	4532618	-	MSMEG_0247	YP_884662.1	404	-	secreted peptidase
chr	NC_008596.1	278070	279161	-	4536727	-	MSMEG_0248	YP_884663.1	363	-	hypothetical protein MSMEG_0248
chr	NC_008596.1	279235	280374	+	4534476	-	MSMEG_0249	YP_884664.1	379	-	integral membrane protein
chr	NC_008596.1	280382	283423	-	4533839	-	MSMEG_0250	YP_884665.1	1013	-	membrane protein, MmpL family protein
chr	NC_008596.1	283518	284216	-	4535632	-	MSMEG_0251	YP_884666.1	232	-	hypothetical protein MSMEG_0251
chr	NC_008596.1	284219	284941	-	4535198	trmB	MSMEG_0252	YP_884667.1	240	-	tRNA (guanine-N(7)-)-methyltransferase
chr	NC_008596.1	285164	286186	+	4532888	-	MSMEG_0253	YP_884668.1	340	-	hypothetical protein MSMEG_0253
chr	NC_008596.1	286183	287649	+	4532318	-	MSMEG_0254	YP_884669.1	488	-	hypothetical protein MSMEG_0254
chr	NC_008596.1	287807	289633	+	4531575	-	MSMEG_0255	YP_884670.1	608	-	phosphoenolpyruvate carboxykinase
chr	NC_008596.1	289749	290651	+	4532928	-	MSMEG_0256	YP_884671.1	300	-	hypothetical protein MSMEG_0256
chr	NC_008596.1	290685	292199	+	4534287	-	MSMEG_0257	YP_884672.1	504	-	long-chain-fatty-acid--CoA ligase
chr	NC_008596.1	292201	293106	+	4532516	-	MSMEG_0259	YP_884673.1	301	-	enoyl-CoA hydratase/isomerase
chr	NC_008596.1	293084	293794	-	4531472	-	MSMEG_0258	YP_884674.1	236	-	oxidoreductase, short chain dehydrogenase/reductase
chr	NC_008596.1	293906	294721	+	4535930	-	MSMEG_0260	YP_884675.1	271	-	DNA-binding protein
chr	NC_008596.1	294737	295729	+	4531835	-	MSMEG_0261	YP_884676.1	330	-	p40 protein
chr	NC_008596.1	295766	296872	+	4533022	-	MSMEG_0262	YP_884677.1	368	-	hypothetical protein MSMEG_0262
chr	NC_008596.1	296866	298137	+	4535355	-	MSMEG_0263	YP_884678.1	423	-	amidohydrolase
chr	NC_008596.1	298158	299276	+	4531746	-	MSMEG_0264	YP_884679.1	372	-	transmembrane transporter
chr	NC_008596.1	299314	300771	+	4533778	-	MSMEG_0266	YP_884680.1	485	-	arginine decarboxylase
chr	NC_008596.1	300761	301390	-	4532345	-	MSMEG_0265	YP_884681.1	209	-	uracil DNA glycosylase superfamily protein
chr	NC_008596.1	301478	302494	+	4531219	-	MSMEG_0267	YP_884682.1	338	-	esterase
chr	NC_008596.1	302495	303274	-	4533722	-	MSMEG_0268	YP_884683.1	259	-	GntR family transcriptional regulator
chr	NC_008596.1	303324	304103	-	4531547	-	MSMEG_0269	YP_884684.1	259	-	short chain dehydrogenase
chr	NC_008596.1	304140	305144	-	4536001	-	MSMEG_0270	YP_884685.1	334	-	aminoglycoside phosphotransferase
chr	NC_008596.1	305144	305800	-	4532263	-	MSMEG_0271	YP_884686.1	218	-	hypothetical protein MSMEG_0271
chr	NC_008596.1	305803	306084	-	4532935	-	MSMEG_0272	YP_884687.1	93	-	propanediol utilization protein PduA
chr	NC_008596.1	306097	306360	-	4535004	-	MSMEG_0273	YP_884688.1	87	-	ethanolamine utilization protein EutN
chr	NC_008596.1	306377	306898	-	4531449	-	MSMEG_0274	YP_884689.1	173	-	hypothetical protein MSMEG_0274
chr	NC_008596.1	306901	307509	-	4537562	-	MSMEG_0275	YP_884690.1	202	-	microcompartments protein family protein
chr	NC_008596.1	307518	309101	-	4533133	-	MSMEG_0276	YP_884691.1	527	-	aldehyde-alcohol dehydrogenase
chr	NC_008596.1	309098	310378	-	4537174	-	MSMEG_0277	YP_884692.1	426	-	aminotransferase
chr	NC_008596.1	310563	312098	+	4532110	-	MSMEG_0279	YP_884693.1	511	-	amino acid permease
chr	NC_008596.1	312095	312322	-	4533192	-	MSMEG_0278	YP_884694.1	75	-	hypothetical protein MSMEG_0278
chr	NC_008596.1	312359	313258	-	4531026	-	MSMEG_0280	YP_884695.1	299	-	alpha/beta hydrolase
chr	NC_008596.1	313349	314920	+	4532422	-	MSMEG_0281	YP_884696.1	523	-	choline dehydrogenase
chr	NC_008596.1	314913	315233	+	4536846	-	MSMEG_0282	YP_884697.1	106	-	hypothetical protein MSMEG_0282
chr	NC_008596.1	315285	316055	+	4534540	-	MSMEG_0283	YP_884698.1	256	-	short chain dehydrogenase
chr	NC_008596.1	316060	316854	-	4536095	-	MSMEG_0284	YP_884699.1	264	-	ribosyldihydronicotinamide dehydrogenase
chr	NC_008596.1	316851	317453	-	4536059	-	MSMEG_0285	YP_884700.1	200	-	TetR family transcriptional regulator
chr	NC_008596.1	317634	318320	-	4537511	-	MSMEG_0286	YP_884701.1	228	-	GntR family transcriptional regulator
chr	NC_008596.1	318317	318844	-	4531724	-	MSMEG_0287	YP_884702.1	175	-	hypothetical protein MSMEG_0287
chr	NC_008596.1	318960	320069	+	4536278	-	MSMEG_0288	YP_884703.1	369	-	FAD dependent oxidoreductase
chr	NC_008596.1	320261	321361	+	4531400	-	MSMEG_0289	YP_884704.1	366	-	alpha/beta hydrolase
chr	NC_008596.1	321386	322804	+	4537035	-	MSMEG_0290	YP_884705.1	472	-	acyltransferase
chr	NC_008596.1	322807	323652	-	4531037	-	MSMEG_0291	YP_884706.1	281	-	dioxygenase, TauD/TfdA family protein
chr	NC_008596.1	323681	324010	-	4535390	-	MSMEG_0292	YP_884707.1	109	-	hypothetical protein MSMEG_0292
chr	NC_008596.1	324012	325277	-	4534745	-	MSMEG_0293	YP_884708.1	421	-	Rieske (2Fe-2S) domain-containing protein
chr	NC_008596.1	325317	326060	-	4536582	fabG	MSMEG_0294	YP_884709.1	247	-	3-oxoacyl-ACP reductase
chr	NC_008596.1	326057	327133	-	4532166	-	MSMEG_0295	YP_884710.1	358	-	oxidoreductase, FAD-binding
chr	NC_008596.1	327192	327647	-	4534392	-	MSMEG_0296	YP_884711.1	151	-	MarR family transcriptional regulator
chr	NC_008596.1	327678	328937	-	4536583	-	MSMEG_0297	YP_884712.1	419	-	amidohydrolase
chr	NC_008596.1	328934	329275	-	4534801	-	MSMEG_0298	YP_884713.1	113	-	hypothetical protein MSMEG_0298
chr	NC_008596.1	329279	330544	-	4531878	-	MSMEG_0299	YP_884714.1	421	-	Rieske (2Fe-2S) domain-containing protein
chr	NC_008596.1	330792	331799	+	4532709	-	MSMEG_0300	YP_884715.1	335	-	amidohydrolase
chr	NC_008596.1	331803	333170	-	4531768	-	MSMEG_0301	YP_884716.1	455	-	oxidoreductase, FAD-binding
chr	NC_008596.1	333272	334264	+	4531229	-	MSMEG_0303	YP_884717.1	330	-	alcohol dehydrogenase
chr	NC_008596.1	334261	335472	-	4534561	-	MSMEG_0302	YP_884718.1	403	-	peptidase, S9A/B/C families
chr	NC_008596.1	335465	337096	-	4535969	-	MSMEG_0304	YP_884719.1	543	-	acyl-CoA synthetase
chr	NC_008596.1	337102	337911	-	4532846	-	MSMEG_0305	YP_884720.1	269	-	acyltransferase domain-containing protein
chr	NC_008596.1	337990	338826	+	4532102	-	MSMEG_0306	YP_884721.1	278	-	arylamine N-acetyltransferase
chr	NC_008596.1	338897	339805	+	4535152	-	MSMEG_0307	YP_884722.1	302	-	AraC family transcriptional regulator
chr	NC_008596.1	339809	340336	+	4537307	-	MSMEG_0308	YP_884723.1	175	-	dihydrofolate reductase
chr	NC_008596.1	340411	341904	-	4535417	-	MSMEG_0309	YP_884724.1	497	-	aldehyde dehydrogenase
chr	NC_008596.1	342748	343923	+	4535866	-	MSMEG_0311	YP_884725.1	391	-	glycosyltransferase
chr	NC_008596.1	343930	344559	-	4535550	eda	MSMEG_0312	YP_884726.1	209	-	2-dehydro-3-deoxyphosphogluconate aldolase
chr	NC_008596.1	344556	346385	-	4533971	edd	MSMEG_0313	YP_884727.1	609	-	phosphogluconate dehydratase
chr	NC_008596.1	346382	347869	-	4537542	zwf	MSMEG_0314	YP_884728.1	495	-	glucose-6-phosphate 1-dehydrogenase
chr	NC_008596.1	348060	349247	+	4534009	-	MSMEG_0316	YP_884729.1	395	-	NagC regulator
chr	NC_008596.1	349207	350844	-	4533314	-	MSMEG_0315	YP_884730.1	545	-	transmembrane protein
chr	NC_008596.1	350874	352070	-	4536620	-	MSMEG_0317	YP_884731.1	398	-	hypothetical protein MSMEG_0317
chr	NC_008596.1	352236	353429	+	4531166	-	MSMEG_0319	YP_884732.1	397	-	acyltransferase
chr	NC_008596.1	353392	354879	-	4531964	-	MSMEG_0318	YP_884733.1	495	-	AMP-dependent synthetase/ligase
chr	NC_008596.1	354881	355858	-	4534398	-	MSMEG_0320	YP_884734.1	325	-	phosphotriesterase
chr	NC_008596.1	355916	358708	-	4534898	-	MSMEG_0321	YP_884735.1	930	-	transcriptional regulator
chr	NC_008596.1	359235	360470	-	4531473	-	MSMEG_0323	YP_884736.1	411	-	acyl-CoA dehydrogenase
chr	NC_008596.1	360723	361178	+	4536024	-	MSMEG_0324	YP_884737.1	151	-	hypothetical protein MSMEG_0324
chr	NC_008596.1	361191	361703	+	4535379	-	MSMEG_0325	YP_884738.1	170	-	hypothetical protein MSMEG_0325
chr	NC_008596.1	361710	363317	+	4531173	-	MSMEG_0326	YP_884739.1	535	-	AMP-dependent synthetase/ligase
chr	NC_008596.1	363333	364835	+	4531463	-	MSMEG_0327	YP_884740.1	500	-	aldehyde dehydrogenase
chr	NC_008596.1	364857	365306	+	4535426	-	MSMEG_0328	YP_884741.1	149	-	hypothetical protein MSMEG_0328
chr	NC_008596.1	365303	365797	+	4535219	-	MSMEG_0329	YP_884742.1	164	-	FMN oxidoreductase
chr	NC_008596.1	365798	366985	-	4536536	-	MSMEG_0330	YP_884743.1	395	-	LuxR family transcriptional regulator
chr	NC_008596.1	366982	368034	-	4531064	-	MSMEG_0331	YP_884744.1	350	-	LuxR family transcriptional regulator
chr	NC_008596.1	368223	369158	+	4532130	-	MSMEG_0332	YP_884745.1	311	-	2-nitropropane dioxygenase
chr	NC_008596.1	369275	370873	+	4535910	-	MSMEG_0333	YP_884746.1	532	-	carboxyl transferase domain-containing protein
chr	NC_008596.1	370879	372888	+	4532399	-	MSMEG_0334	YP_884747.1	669	-	acetyl-/propionyl-coenzyme A carboxylase subunit alpha
chr	NC_008596.1	372885	373643	+	4534100	-	MSMEG_0335	YP_884748.1	252	-	enoyl-CoA hydratase/isomerase
chr	NC_008596.1	373643	374437	+	4534665	-	MSMEG_0336	YP_884749.1	264	-	hypothetical protein MSMEG_0336
chr	NC_008596.1	374434	376188	+	4537607	-	MSMEG_0337	YP_884750.1	584	-	hypothetical protein MSMEG_0337
chr	NC_008596.1	376204	377340	+	4535785	-	MSMEG_0338	YP_884751.1	378	-	acyl-CoA dehydrogenase
chr	NC_008596.1	377377	378393	+	4530910	-	MSMEG_0339	YP_884752.1	338	-	FMN-dependent monooxygenase
chr	NC_008596.1	378402	379154	+	4530852	-	MSMEG_0340	YP_884753.1	250	-	enoyl-CoA hydratase/isomerase
chr	NC_008596.1	379158	380174	-	4534414	-	MSMEG_0341	YP_884754.1	338	-	hypothetical protein MSMEG_0341
chr	NC_008596.1	380208	381053	-	4532413	-	MSMEG_0342	YP_884755.1	281	-	hypothetical protein MSMEG_0342
chr	NC_008596.1	381177	381809	-	4533254	-	MSMEG_0343	YP_884756.1	210	-	TetR family transcriptional regulator
chr	NC_008596.1	382067	382837	+	4537196	-	MSMEG_0344	YP_884757.1	256	-	hypothetical protein MSMEG_0344
chr	NC_008596.1	382881	383699	+	4534115	-	MSMEG_0345	YP_884758.1	272	-	hypothetical protein MSMEG_0345
chr	NC_008596.1	383703	385127	+	4531711	-	MSMEG_0346	YP_884759.1	474	-	virulence factor
chr	NC_008596.1	385157	386185	+	4535948	-	MSMEG_0347	YP_884760.1	342	-	virulence factor Mce family protein
chr	NC_008596.1	386170	387498	+	4534300	-	MSMEG_0348	YP_884761.1	442	-	mce-family protein mce3c
chr	NC_008596.1	387495	388796	+	4533961	-	MSMEG_0349	YP_884762.1	433	-	virulence factor mce family protein
chr	NC_008596.1	388793	389932	+	4534690	-	MSMEG_0350	YP_884763.1	379	-	virulence factor Mce family protein
chr	NC_008596.1	389934	391421	+	4531853	-	MSMEG_0351	YP_884764.1	495	-	virulence factor mce family protein
chr	NC_008596.1	391385	391987	+	4531217	-	MSMEG_0352	YP_884765.1	200	-	hypothetical protein MSMEG_0352
chr	NC_008596.1	392047	392592	+	4531022	-	MSMEG_0353	YP_884766.1	181	-	hypothetical protein MSMEG_0353
chr	NC_008596.1	392616	392957	+	4536502	-	MSMEG_0354	YP_884767.1	113	-	hypothetical protein MSMEG_0354
chr	NC_008596.1	392954	393448	+	4533978	-	MSMEG_0355	YP_884768.1	164	-	hypothetical protein MSMEG_0355
chr	NC_008596.1	393601	393897	-	4531672	-	MSMEG_0356	YP_884769.1	98	-	acetyltransferase
chr	NC_008596.1	394013	395614	+	4533532	-	MSMEG_0357	YP_884770.1	533	-	transmembrane transporter
chr	NC_008596.1	395654	396616	+	4534928	-	MSMEG_0358	YP_884771.1	320	-	ribonucleotide-diphosphate reductase subunit beta
chr	NC_008596.1	396891	401135	-	4533183	-	MSMEG_0359	YP_884772.1	1414	-	hypothetical protein MSMEG_0359
chr	NC_008596.1	401170	401343	-	4537100	-	MSMEG_0360	YP_884773.1	57	-	hypothetical protein MSMEG_0360
chr	NC_008596.1	401448	402611	+	4534680	-	MSMEG_0361	YP_884774.1	387	-	glycosyl hydrolase
chr	NC_008596.1	402623	403786	-	4533547	-	MSMEG_0362	YP_884775.1	387	-	amidohydrolase
chr	NC_008596.1	403864	404502	+	4536989	-	MSMEG_0363	YP_884776.1	212	-	TetR family transcriptional regulator
chr	NC_008596.1	404569	404868	+	4531871	-	MSMEG_0364	YP_884777.1	99	-	hypothetical protein MSMEG_0364
chr	NC_008596.1	404871	406751	+	4534421	-	MSMEG_0365	YP_884778.1	626	-	hypothetical protein MSMEG_0365
chr	NC_008596.1	406748	407275	+	4533000	-	MSMEG_0366	YP_884779.1	175	-	hypothetical protein MSMEG_0366
chr	NC_008596.1	407282	408355	-	4535833	-	MSMEG_0367	YP_884780.1	357	-	O-demethylpuromycin-O-methyltransferase
chr	NC_008596.1	408516	409982	+	4533459	-	MSMEG_0368	YP_884781.1	488	-	hypothetical protein MSMEG_0368
chr	NC_008596.1	409979	410701	+	4532693	-	MSMEG_0369	YP_884782.1	240	-	hypothetical protein MSMEG_0369
chr	NC_008596.1	410691	414047	+	4533889	-	MSMEG_0370	YP_884783.1	1118	-	hypothetical protein MSMEG_0370
chr	NC_008596.1	414063	414920	-	4537127	-	MSMEG_0371	YP_884784.1	285	-	MaoC like domain-containing protein
chr	NC_008596.1	414922	416274	-	4536408	fabG	MSMEG_0372	YP_884785.1	450	-	3-ketoacyl-ACP reductase
chr	NC_008596.1	416355	417653	+	4535040	-	MSMEG_0373	YP_884786.1	432	-	acetyl-CoA acetyltransferase
chr	NC_008596.1	418197	420065	-	4534721	-	MSMEG_0374	YP_884787.1	622	-	glycolate oxidase subunit
chr	NC_008596.1	420213	421805	-	4534902	-	MSMEG_0375	YP_884788.1	530	-	phospholipase D
chr	NC_008596.1	421882	422928	+	4536814	-	MSMEG_0376	YP_884789.1	348	-	AraC family transcriptional regulator
chr	NC_008596.1	422996	423736	+	4532402	-	MSMEG_0377	YP_884790.1	246	-	nitrile hydratase
chr	NC_008596.1	423733	424353	+	4535989	nthA	MSMEG_0378	YP_884791.1	206	-	nitrile hydratase subunit alpha
chr	NC_008596.1	424350	424631	+	4533854	-	MSMEG_0379	YP_884792.1	93	-	nitrile hydratase activator P14k
chr	NC_008596.1	425344	425763	+	4537362	-	MSMEG_0380	YP_884793.1	139	-	MmpS4 protein
chr	NC_008596.1	425760	428642	+	4534470	-	MSMEG_0381	YP_884794.1	960	-	Mmp14a protein
chr	NC_008596.1	428652	431636	+	4532509	-	MSMEG_0382	YP_884795.1	994	-	transporter
chr	NC_008596.1	431707	432045	-	4532740	-	MSMEG_0383	YP_884796.1	112	-	hypothetical protein MSMEG_0383
chr	NC_008596.1	432229	433095	-	4531375	rfbA	MSMEG_0384	YP_884797.1	288	-	glucose-1-phosphate thymidylyltransferase
chr	NC_008596.1	433614	434870	+	4537068	-	MSMEG_0385	YP_884798.1	418	-	glycosyl transferase family protein
chr	NC_008596.1	434928	436061	+	4534922	-	MSMEG_0386	YP_884799.1	377	-	NAD dependent epimerase/dehydratase
chr	NC_008596.1	436310	437044	+	4537497	-	MSMEG_0387	YP_884800.1	244	-	Rmt2 protein
chr	NC_008596.1	437374	438096	+	4536181	tylF	MSMEG_0388	YP_884801.1	240	-	macrocin-O-methyltransferase
chr	NC_008596.1	438130	439398	+	4531902	-	MSMEG_0389	YP_884802.1	422	-	glycosyl transferase family protein
chr	NC_008596.1	439605	440687	+	4537309	-	MSMEG_0390	YP_884803.1	360	-	acyltransferase
chr	NC_008596.1	440861	441649	+	4530873	-	MSMEG_0391	YP_884804.1	262	-	Rmt3 protein
chr	NC_008596.1	441687	443201	-	4530881	-	MSMEG_0392	YP_884805.1	504	-	glycosyl transferase family protein
chr	NC_008596.1	443164	443967	+	4533018	-	MSMEG_0393	YP_884806.1	267	-	Fmt protein
chr	NC_008596.1	444075	444329	+	4532967	-	MSMEG_0394	YP_884807.1	84	-	hypothetical protein MSMEG_0394
chr	NC_008596.1	444662	444796	+	4532093	-	MSMEG_0395	YP_884808.1	44	-	hypothetical protein MSMEG_0395
chr	NC_008596.1	445187	445585	-	4531769	-	MSMEG_0396	YP_884809.1	132	-	hypothetical protein MSMEG_0396
chr	NC_008596.1	445304	446626	+	4535053	-	MSMEG_0397	YP_884810.1	440	-	IS1096, tnpA protein
chr	NC_008596.1	446634	447335	-	4532529	-	MSMEG_0398	YP_884811.1	233	-	IS1096, tnpR protein
chr	NC_008596.1	447638	447868	+	4533485	-	MSMEG_0399	YP_884812.1	76	-	hypothetical protein MSMEG_0399
chr	NC_008596.1	447897	455186	+	4536315	-	MSMEG_0400	YP_884813.1	2429	-	peptide synthetase
chr	NC_008596.1	455186	458191	+	4537449	-	MSMEG_0401	YP_884814.1	1001	-	non-ribosomal peptide synthase
chr	NC_008596.1	458188	465867	+	4533089	-	MSMEG_0402	YP_884815.1	2559	-	linear gramicidin synthetase subunit D
chr	NC_008596.1	465884	466702	+	4536676	-	MSMEG_0403	YP_884816.1	272	-	integral membrane protein
chr	NC_008596.1	466804	467214	+	4537625	-	MSMEG_0404	YP_884817.1	136	-	sigma associated protein
chr	NC_008596.1	467223	468398	+	4536088	-	MSMEG_0405	YP_884818.1	391	-	extra cytoplasmic sigma factor
chr	NC_008596.1	468441	470276	-	4534136	-	MSMEG_0406	YP_884819.1	611	-	acyl-CoA dehydrogenase
chr	NC_008596.1	470514	471602	+	4532356	-	MSMEG_0407	YP_884820.1	362	-	hypothetical protein MSMEG_0407
chr	NC_008596.1	471613	482571	-	4536483	-	MSMEG_0408	YP_884821.1	3652	-	type I modular polyketide synthase
chr	NC_008596.1	482813	484234	+	4531818	-	MSMEG_0409	YP_884822.1	473	-	condensation domain-containing protein
chr	NC_008596.1	484268	487276	+	4532429	-	MSMEG_0410	YP_884823.1	1002	-	MmpL protein
chr	NC_008596.1	487386	489095	+	4535411	-	MSMEG_0411	YP_884824.1	569	-	acyl-CoA synthetase
chr	NC_008596.1	489157	490308	+	4536458	-	MSMEG_0412	YP_884825.1	383	-	hypothetical protein MSMEG_0412
chr	NC_008596.1	490313	490990	-	4535967	-	MSMEG_0413	YP_884826.1	225	-	hypothetical protein MSMEG_0413
chr	NC_008596.1	491026	492051	+	4533084	-	MSMEG_0414	YP_884827.1	341	-	oxidoreductase, 2OG-Fe(II) oxygenase
chr	NC_008596.1	492065	492550	+	4537062	-	MSMEG_0415	YP_884828.1	161	-	NADH-FMN oxidoreductase
chr	NC_008596.1	492595	492756	-	4536841	-	MSMEG_0416	YP_884829.1	53	-	hypothetical protein MSMEG_0416
chr	NC_008596.1	492834	493583	-	4533264	-	MSMEG_0417	YP_884830.1	249	-	fumarate reductase iron-sulfur subunit
chr	NC_008596.1	493585	495492	-	4537065	sdhA	MSMEG_0418	YP_884831.1	635	-	succinate dehydrogenase flavoprotein subunit
chr	NC_008596.1	495575	496396	-	4537295	-	MSMEG_0419	YP_884832.1	273	-	integral membrane protein
chr	NC_008596.1	496449	496745	-	4536443	-	MSMEG_0420	YP_884833.1	98	-	hypothetical protein MSMEG_0420
chr	NC_008596.1	496794	496940	+	4537092	-	MSMEG_0421	YP_884834.1	48	-	hypothetical protein MSMEG_0421
chr	NC_008596.1	497010	497777	+	4535340	-	MSMEG_0422	YP_884835.1	255	-	transferase
chr	NC_008596.1	497860	498360	+	4537581	-	MSMEG_0423	YP_884836.1	166	-	hypothetical protein MSMEG_0423
chr	NC_008596.1	498438	498875	-	4537438	-	MSMEG_0424	YP_884837.1	145	-	Hsp20/alpha crystallin family protein
chr	NC_008596.1	498953	499888	-	4536928	-	MSMEG_0425	YP_884838.1	311	-	membrane protein DcsA
chr	NC_008596.1	499923	501296	+	4533223	-	MSMEG_0426	YP_884839.1	457	-	GntR family transcriptional regulator
chr	NC_008596.1	501440	504019	+	4535788	nirB	MSMEG_0427	YP_884840.1	859	-	nitrite reductase
chr	NC_008596.1	504016	504384	+	4534703	-	MSMEG_0428	YP_884841.1	122	-	nitrite reductase
chr	NC_008596.1	504399	504641	-	4535353	-	MSMEG_0429	YP_884842.1	80	-	ferric uptake regulator
chr	NC_008596.1	505025	506392	+	4531058	-	MSMEG_0430	YP_884843.1	455	-	ISMsm4, transposase
chr	NC_008596.1	506807	507502	-	4534659	-	MSMEG_0431	YP_884844.1	231	-	hypothetical protein MSMEG_0431
chr	NC_008596.1	507499	508656	-	4532901	-	MSMEG_0432	YP_884845.1	385	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain-containing protein
chr	NC_008596.1	508691	510100	-	4536969	-	MSMEG_0433	YP_884846.1	469	-	nitrite extrusion protein
chr	NC_008596.1	510209	510841	-	4534780	-	MSMEG_0434	YP_884847.1	210	-	aminoglycoside 2\'-N-acetyltransferase
chr	NC_008596.1	510873	511757	-	4532597	-	MSMEG_0435	YP_884848.1	294	-	allophanate hydrolase subunit 2
chr	NC_008596.1	511773	512405	-	4534541	-	MSMEG_0436	YP_884849.1	210	-	allophanate hydrolase subunit 1
chr	NC_008596.1	512510	513190	-	4531034	-	MSMEG_0437	YP_884850.1	226	-	hypothetical protein MSMEG_0437
chr	NC_008596.1	513215	514168	-	4531961	-	MSMEG_0438	YP_884851.1	317	-	periplasmic binding protein
chr	NC_008596.1	514184	515320	-	4532722	-	MSMEG_0439	YP_884852.1	378	-	hypothetical protein MSMEG_0439
chr	NC_008596.1	515317	515415	-	4533972	-	MSMEG_0440	YP_884853.1	32	-	hypothetical protein MSMEG_0440
chr	NC_008596.1	515471	516199	-	4532604	-	MSMEG_0441	YP_884854.1	242	-	hypothetical protein MSMEG_0441
chr	NC_008596.1	516209	516811	-	4533617	-	MSMEG_0442	YP_884855.1	200	-	tetracycline repressor domain-containing protein
chr	NC_008596.1	516901	517893	+	4532643	-	MSMEG_0443	YP_884856.1	330	-	carbon-nitrogen hydrolase
chr	NC_008596.1	517901	518923	+	4531412	-	MSMEG_0444	YP_884857.1	340	-	agmatine deiminase
chr	NC_008596.1	518920	520557	+	4535560	-	MSMEG_0445	YP_884858.1	545	-	amidohydrolase
chr	NC_008596.1	520569	521912	+	4535890	-	MSMEG_0446	YP_884859.1	447	-	putrescine importer
chr	NC_008596.1	521987	522406	-	4532375	-	MSMEG_0447	YP_884860.1	139	-	hypothetical protein MSMEG_0447
chr	NC_008596.1	522533	522976	+	4532585	-	MSMEG_0448	YP_884861.1	147	-	MarR family transcriptional regulator
chr	NC_008596.1	522988	524988	-	4535122	-	MSMEG_0449	YP_884862.1	666	-	transporter major facilitator family protein
chr	NC_008596.1	525004	525219	+	4535823	-	MSMEG_0450	YP_884863.1	71	-	hypothetical protein MSMEG_0450
chr	NC_008596.1	525323	525571	-	4533153	-	MSMEG_0451	YP_884864.1	82	-	oxidoreductase, FAD-linked
